date,result
2009-11-09,2809
2009-11-10,4694
2009-11-11,8001
2009-11-12,1483
2009-11-13,6238
2009-11-14,4316
2009-11-15,8202
2009-11-16,3729
2009-11-17,9513
2009-11-18,0488
2009-11-19,5247
2009-11-20,8996
2009-11-21,2791
2009-11-22,6024
2009-11-23,0417
2009-11-24,6159
2009-11-25,3871
2009-11-26,7954
2009-11-27,9362
2009-11-28,4185
2009-11-29,5498
2009-11-30,0378
2009-12-01,1824
2009-12-02,6586
2009-12-03,6240
2009-12-04,8492
2009-12-05,5708
2009-12-06,7126
2009-12-07,2855
2009-12-08,4901
2009-12-09,0792
2009-12-10,3160
2009-12-11,2153
2009-12-12,0991
2009-12-13,8307
2009-12-14,5013
2009-12-15,2415
2009-12-16,6255
2009-12-17,9728
2009-12-18,4879
2009-12-19,1490
2009-12-20,9901
2009-12-21,8942
2009-12-22,5808
2009-12-23,0227
2009-12-24,7489
2009-12-25,5768
2009-12-26,8277
2009-12-27,1849
2009-12-28,5576
2009-12-29,3917
2009-12-30,8621
2009-12-31,2310
2010-01-01,2015
2010-01-02,9138
2010-01-03,6538
2010-01-04,4924
2010-01-05,9153
2010-01-06,6348
2010-01-07,1596
2010-01-08,8003
2010-01-09,3784
2010-01-10,5922
2010-01-11,4290
2010-01-12,2836
2010-01-13,9329
2010-01-14,0267
2010-01-15,3497
2010-01-16,7321
2010-01-17,4893
2010-01-18,1135
2010-01-19,0759
2010-01-20,8251
2010-01-21,0988
2010-01-22,7862
2010-01-23,4195
2010-01-24,2685
2010-01-25,5503
2010-01-26,3827
2010-01-27,6406
2010-01-28,4317
2010-01-29,9068
2010-01-30,8541
2010-01-31,8964
2010-02-01,4521
2010-02-02,1403
2010-02-03,7483
2010-02-04,9520
2010-02-05,0785
2010-02-06,1967
2010-02-07,2601
2010-02-08,7499
2010-02-09,8046
2010-02-10,2218
2010-02-11,5482
2010-02-12,6391
2010-02-13,3848
2010-02-14,1423
2010-02-15,1560
2010-02-16,4309
2010-02-17,6155
2010-02-18,4283
2010-02-19,9526
2010-02-20,8829
2010-02-21,0590
2010-02-22,2502
2010-02-23,1138
2010-02-24,0354
2010-02-25,9610
2010-02-26,1734
2010-02-27,3586
2010-02-28,8095
2010-03-01,6057
2010-03-02,4869
2010-03-03,7281
2010-03-04,5805
2010-03-05,4923
2010-03-06,2641
2010-03-07,5104
2010-03-08,9386
2010-03-09,7599
2010-03-10,3092
2010-03-11,0968
2010-03-12,7970
2010-03-13,6453
2010-03-14,9817
2010-03-15,5075
2010-03-16,4352
2010-03-17,1567
2010-03-18,2791
2010-03-19,8813
2010-03-20,8906
2010-03-21,9474
2010-03-22,0411
2010-03-23,5106
2010-03-24,6938
2010-03-25,8473
2010-03-26,5929
2010-03-27,7319
2010-03-28,0332
2010-03-29,2505
2010-03-30,6662
2010-03-31,7323
2010-04-01,1094
2010-04-02,7980
2010-04-03,5021
2010-04-04,9645
2010-04-05,1683
2010-04-06,8214
2010-04-07,0799
2010-04-08,4516
2010-04-09,6008
2010-04-10,3675
2010-04-11,5722
2010-04-12,1801
2010-04-13,7487
2010-04-14,6837
2010-04-15,5723
2010-04-16,1128
2010-04-17,6852
2010-04-18,5101
2010-04-19,0986
2010-04-20,2518
2010-04-21,8291
2010-04-22,6079
2010-04-23,0895
2010-04-24,2930
2010-04-25,6583
2010-04-26,9752
2010-04-27,3906
2010-04-28,2265
2010-04-29,9838
2010-04-30,0249
2010-05-01,5617
2010-05-02,2974
2010-05-03,5068
2010-05-04,6326
2010-05-05,8350
2010-05-06,8466
2010-05-07,2552
2010-05-08,0489
2010-05-09,7681
2010-05-10,5893
2010-05-11,4751
2010-05-12,6074
2010-05-13,5517
2010-05-14,1498
2010-05-15,7939
2010-05-16,9657
2010-05-17,1568
2010-05-18,3797
2010-05-19,5741
2010-05-20,1673
2010-05-21,9130
2010-05-22,3514
2010-05-23,3028
2010-05-24,8143
2010-05-25,5574
2010-05-26,9304
2010-05-27,0959
2010-05-28,2880
2010-05-29,1307
2010-05-30,8964
2010-05-31,1040
2010-06-01,6319
2010-06-02,4623
2010-06-03,2267
2010-06-04,3806
2010-06-05,9643
2010-06-06,9210
2010-06-07,5701
2010-06-08,7149
2010-06-09,6177
2010-06-10,0689
2010-06-11,8373
2010-06-12,2141
2010-06-13,5497
2010-06-14,0295
2010-06-15,3821
2010-06-16,0940
2010-06-17,1708
2010-06-18,8051
2010-06-19,6337
2010-06-20,2018
2010-06-21,9980
2010-06-22,5406
2010-06-23,7962
2010-06-24,8540
2010-06-25,6711
2010-06-26,5098
2010-06-27,1443
2010-06-28,6354
2010-06-29,9005
2010-06-30,8623
2010-07-01,5982
2010-07-02,2965
2010-07-03,8503
2010-07-04,6856
2010-07-05,1398
2010-07-06,3582
2010-07-07,0372
2010-07-08,9623
2010-07-09,2071
2010-07-10,3689
2010-07-11,5910
2010-07-12,8846
2010-07-13,1695
2010-07-14,2509
2010-07-15,9038
2010-07-16,7466
2010-07-17,5302
2010-07-18,0685
2010-07-19,4618
2010-07-20,8790
2010-07-21,5178
2010-07-22,1361
2010-07-23,0502
2010-07-24,7196
2010-07-25,2328
2010-07-26,9842
2010-07-27,8334
2010-07-28,6929
2010-07-29,2845
2010-07-30,7203
2010-07-31,4537
2010-08-01,6809
2010-08-02,5790
2010-08-03,3782
2010-08-04,9313
2010-08-05,7620
2010-08-06,4911
2010-08-07,2791
2010-08-08,1064
2010-08-09,8486
2010-08-10,6972
2010-08-11,0640
2010-08-12,9136
2010-08-13,3867
2010-08-14,1373
2010-08-15,5699
2010-08-16,2807
2010-08-17,6265
2010-08-18,7546
2010-08-19,4472
2010-08-20,0984
2010-08-21,9216
2010-08-22,6852
2010-08-23,1060
2010-08-24,8914
2010-08-25,3290
2010-08-26,2855
2010-08-27,6130
2010-08-28,1542
2010-08-29,4529
2010-08-30,7623
2010-08-31,6849
2010-09-01,5991
2010-09-02,3716
2010-09-03,2685
2010-09-04,9161
2010-09-05,7841
2010-09-06,0315
2010-09-07,5907
2010-09-08,4720
2010-09-09,1195
2010-09-10,8059
2010-09-11,7482
2010-09-12,0294
2010-09-13,2839
2010-09-14,9380
2010-09-15,1437
2010-09-16,6854
2010-09-17,1973
2010-09-18,3567
2010-09-19,8722
2010-09-20,4035
2010-09-21,1120
2010-09-22,5306
2010-09-23,7340
2010-09-24,0779
2010-09-25,1034
2010-09-26,4978
2010-09-27,3258
2010-09-28,6304
2010-09-29,8345
2010-09-30,2711
2010-10-01,4985
2010-10-02,1921
2010-10-03,0392
2010-10-04,8978
2010-10-05,4287
2010-10-06,3125
2010-10-07,7465
2010-10-08,2857
2010-10-09,6304
2010-10-10,7386
2010-10-11,0650
2010-10-12,9593
2010-10-13,3745
2010-10-14,5207
2010-10-15,3013
2010-10-16,0756
2010-10-17,8037
2010-10-18,1944
2010-10-19,5065
2010-10-20,9138
2010-10-21,7628
2010-10-22,7402
2010-10-23,5646
2010-10-24,1237
2010-10-25,5782
2010-10-26,9420
2010-10-27,7111
2010-10-28,1504
2010-10-29,2092
2010-10-30,9408
2010-10-31,7846
2010-11-01,4780
2010-11-02,2126
2010-11-03,6751
2010-11-04,0265
2010-11-05,9575
2010-11-06,7082
2010-11-07,6073
2010-11-08,3990
2010-11-09,8765
2010-11-10,3264
2010-11-11,9834
2010-11-12,6177
2010-11-13,0426
2010-11-14,2368
2010-11-15,7218
2010-11-16,4317
2010-11-17,5403
2010-11-18,6282
2010-11-19,7638
2010-11-20,4850
2010-11-21,9302
2010-11-22,8734
2010-11-23,2201
2010-11-24,0487
2010-11-25,9166
2010-11-26,6089
2010-11-27,2407
2010-11-28,8691
2010-11-29,8113
2010-11-30,5197
2010-12-01,1850
2010-12-02,2099
2010-12-03,3769
2010-12-04,9887
2010-12-05,4590
2010-12-06,7192
2010-12-07,8242
2010-12-08,1947
2010-12-09,7418
2010-12-10,4234
2010-12-11,3758
2010-12-12,1389
2010-12-13,3407
2010-12-14,0966
2010-12-15,7556
2010-12-16,9353
2010-12-17,0395
2010-12-18,6042
2010-12-19,2532
2010-12-20,4398
2010-12-21,2441
2010-12-22,5168
2010-12-23,1236
2010-12-24,6207
2010-12-25,8426
2010-12-26,5214
2010-12-27,4606
2010-12-28,8820
2010-12-29,9670
2010-12-30,9051
2010-12-31,1436
2011-01-01,7900
2011-01-02,6592
2011-01-03,3617
2011-01-04,0629
2011-01-05,6434
2011-01-06,9704
2011-01-07,0612
2011-01-08,4205
2011-01-09,3950
2011-01-10,5179
2011-01-11,9435
2011-01-12,8676
2011-01-13,5762
2011-01-14,1567
2011-01-15,6695
2011-01-16,7481
2011-01-17,9551
2011-01-18,6173
2011-01-19,3968
2011-01-20,4613
2011-01-21,8442
2011-01-22,5839
2011-01-23,1448
2011-01-24,9759
2011-01-25,0491
2011-01-26,6725
2011-01-27,3082
2011-01-28,4928
2011-01-29,7406
2011-01-30,2695
2011-01-31,1339
2011-02-01,9671
2011-02-02,5201
2011-02-03,4533
2011-02-04,0796
2011-02-05,9867
2011-02-06,1092
2011-02-07,0524
2011-02-08,8242
2011-02-09,6209
2011-02-10,9946
2011-02-11,0182
2011-02-12,8454
2011-02-13,7651
2011-02-14,3298
2011-02-15,1519
2011-02-16,8367
2011-02-17,7322
2011-02-18,4565
2011-02-19,0683
2011-02-20,3052
2011-02-21,3709
2011-02-22,0874
2011-02-23,5393
2011-02-24,9871
2011-02-25,6113
2011-02-26,4838
2011-02-27,9732
2011-02-28,9654
2011-03-01,0348
2011-03-02,0412
2011-03-03,1135
2011-03-04,8301
2011-03-05,4954
2011-03-06,2016
2011-03-07,8269
2011-03-08,7422
2011-03-09,2691
2011-03-10,5864
2011-03-11,3458
2011-03-12,1682
2011-03-13,5078
2011-03-14,9856
2011-03-15,2909
2011-03-16,4305
2011-03-17,6298
2011-03-18,4923
2011-03-19,0981
2011-03-20,2865
2011-03-21,1427
2011-03-22,8347
2011-03-23,5561
2011-03-24,7639
2011-03-25,2446
2011-03-26,3799
2011-03-27,7590
2011-03-28,4907
2011-03-29,4113
2011-03-30,2080
2011-03-31,0461
2011-04-01,3984
2011-04-02,9674
2011-04-03,2801
2011-04-04,6541
2011-04-05,5490
2011-04-06,9722
2011-04-07,8007
2011-04-08,3842
2011-04-09,2016
2011-04-10,6738
2011-04-11,1879
2011-04-12,9860
2011-04-13,6843
2011-04-14,4023
2011-04-15,8036
2011-04-16,7902
2011-04-17,1424
2011-04-18,6698
2011-04-19,0139
2011-04-20,5977
2011-04-21,3497
2011-04-22,7224
2011-04-23,8623
2011-04-24,3080
2011-04-25,0744
2011-04-26,8292
2011-04-27,7331
2011-04-28,2599
2011-04-29,3261
2011-04-30,8612
2011-05-01,5848
2011-05-02,6851
2011-05-03,0116
2011-05-04,1503
2011-05-05,3362
2011-05-06,9265
2011-05-07,8159
2011-05-08,6522
2011-05-09,0585
2011-05-10,2948
2011-05-11,2004
2011-05-12,9242
2011-05-13,7188
2011-05-14,6501
2011-05-15,8907
2011-05-16,3069
2011-05-17,2686
2011-05-18,0813
2011-05-19,4977
2011-05-20,6039
2011-05-21,1986
2011-05-22,5449
2011-05-23,8674
2011-05-24,0940
2011-05-25,9530
2011-05-26,5417
2011-05-27,4026
2011-05-28,1479
2011-05-29,5167
2011-05-30,2956
2011-05-31,3631
2011-06-01,8160
2011-06-02,2852
2011-06-03,8770
2011-06-04,9613
2011-06-05,1765
2011-06-06,9836
2011-06-07,7023
2011-06-08,4311
2011-06-09,9181
2011-06-10,3847
2011-06-11,5463
2011-06-12,8600
2011-06-13,7926
2011-06-14,4780
2011-06-15,8496
2011-06-16,7298
2011-06-17,9338
2011-06-18,1158
2011-06-19,7646
2011-06-20,1984
2011-06-21,3162
2011-06-22,1034
2011-06-23,8403
2011-06-24,2380
2011-06-25,6847
2011-06-26,3798
2011-06-27,0620
2011-06-28,9398
2011-06-29,4167
2011-06-30,7725
2011-07-01,8276
2011-07-02,5233
2011-07-03,9544
2011-07-04,7909
2011-07-05,6975
2011-07-06,4229
2011-07-07,0413
2011-07-08,0899
2011-07-09,1067
2011-07-10,0728
2011-07-11,8155
2011-07-12,2589
2011-07-13,3593
2011-07-14,0275
2011-07-15,5754
2011-07-16,3190
2011-07-17,7687
2011-07-18,9260
2011-07-19,1459
2011-07-20,4040
2011-07-21,6581
2011-07-22,2052
2011-07-23,8429
2011-07-24,0309
2011-07-25,7322
2011-07-26,9083
2011-07-27,6910
2011-07-28,1566
2011-07-29,9630
2011-07-30,9012
2011-07-31,2141
2011-08-01,3796
2011-08-02,5610
2011-08-03,0089
2011-08-04,7823
2011-08-05,7987
2011-08-06,6398
2011-08-07,8466
2011-08-08,4808
2011-08-09,6229
2011-08-10,9142
2011-08-11,9207
2011-08-12,4969
2011-08-13,7526
2011-08-14,0872
2011-08-15,2911
2011-08-16,5602
2011-08-17,9859
2011-08-18,8808
2011-08-19,0751
2011-08-20,6287
2011-08-21,3196
2011-08-22,1974
2011-08-23,9040
2011-08-24,8522
2011-08-25,5714
2011-08-26,6448
2011-08-27,2530
2011-08-28,4609
2011-08-29,7359
2011-08-30,8714
2011-08-31,8408
2011-09-01,1845
2011-09-02,0601
2011-09-03,4952
2011-09-04,8477
2011-09-05,6580
2011-09-06,2748
2011-09-07,5602
2011-09-08,6076
2011-09-09,4125
2011-09-10,1836
2011-09-11,1345
2011-09-12,8113
2011-09-13,6508
2011-09-14,9073
2011-09-15,3156
2011-09-16,8870
2011-09-17,0297
2011-09-18,5913
2011-09-19,3556
2011-09-20,1735
2011-09-21,5801
2011-09-22,6043
2011-09-23,7112
2011-09-24,2805
2011-09-25,8411
2011-09-26,0376
2011-09-27,4073
2011-09-28,3302
2011-09-29,5682
2011-09-30,1636
2011-10-01,7965
2011-10-02,0799
2011-10-03,4083
2011-10-04,2497
2011-10-05,3674
2011-10-06,6213
2011-10-07,0238
2011-10-08,8130
2011-10-09,1976
2011-10-10,2621
2011-10-11,7756
2011-10-12,5192
2011-10-13,2187
2011-10-14,3521
2011-10-15,1374
2011-10-16,6151
2011-10-17,8677
2011-10-18,5998
2011-10-19,4353
2011-10-20,4176
2011-10-21,0591
2011-10-22,9614
2011-10-23,3010
2011-10-24,1189
2011-10-25,7420
2011-10-26,0499
2011-10-27,8672
2011-10-28,1252
2011-10-29,4469
2011-10-30,0684
2011-10-31,4893
2011-11-01,3285
2011-11-02,8311
2011-11-03,3039
2011-11-04,9327
2011-11-05,5900
2011-11-06,6472
2011-11-07,1883
2011-11-08,7822
2011-11-09,6956
2011-11-10,4203
2011-11-11,0907
2011-11-12,3896
2011-11-13,8026
2011-11-14,8346
2011-11-15,9493
2011-11-16,1094
2011-11-17,3227
2011-11-18,7460
2011-11-19,6952
2011-11-20,5285
2011-11-21,3839
2011-11-22,2701
2011-11-23,5491
2011-11-24,1105
2011-11-25,5078
2011-11-26,7386
2011-11-27,6798
2011-11-28,4461
2011-11-29,0571
2011-11-30,7027
2011-12-01,2243
2011-12-02,9024
2011-12-03,4070
2011-12-04,9604
2011-12-05,7239
2011-12-06,5644
2011-12-07,6397
2011-12-08,0314
2011-12-09,0455
2011-12-10,1526
2011-12-11,4797
2011-12-12,0256
2011-12-13,1961
2011-12-14,7943
2011-12-15,2601
2011-12-16,9281
2011-12-17,3945
2011-12-18,6437
2011-12-19,7914
2011-12-20,1412
2011-12-21,8734
2011-12-22,3809
2011-12-23,9896
2011-12-24,7200
2011-12-25,2984
2011-12-26,3101
2011-12-27,0326
2011-12-28,9610
2011-12-29,6545
2011-12-30,3964
2011-12-31,4419
2012-01-01,0539
2012-01-02,7291
2012-01-03,2307
2012-01-04,8366
2012-01-05,4582
2012-01-06,6201
2012-01-07,1288
2012-01-08,5393
2012-01-09,8667
2012-01-10,0256
2012-01-11,1001
2012-01-12,7649
2012-01-13,5012
2012-01-14,1904
2012-01-15,4956
2012-01-16,3276
2012-01-17,8613
2012-01-18,1523
2012-01-19,2518
2012-01-20,3696
2012-01-21,9590
2012-01-22,2981
2012-01-23,5303
2012-01-24,0516
2012-01-25,4155
2012-01-26,5996
2012-01-27,8546
2012-01-28,3864
2012-01-29,9413
2012-01-30,5860
2012-01-31,1194
2012-02-01,3447
2012-02-02,5483
2012-02-03,0698
2012-02-04,6756
2012-02-05,8516
2012-02-06,4486
2012-02-07,7608
2012-02-08,7266
2012-02-09,0048
2012-02-10,1575
2012-02-11,8611
2012-02-12,4860
2012-02-13,3056
2012-02-14,9520
2012-02-15,5707
2012-02-16,7101
2012-02-17,3368
2012-02-18,1847
2012-02-19,1239
2012-02-20,5440
2012-02-21,0893
2012-02-22,4235
2012-02-23,6053
2012-02-24,2607
2012-02-25,5615
2012-02-26,8891
2012-02-27,7223
2012-02-28,6181
2012-02-29,0269
2012-03-01,3419
2012-03-02,9184
2012-03-03,6478
2012-03-04,7045
2012-03-05,1979
2012-03-06,4085
2012-03-07,5700
2012-03-08,8661
2012-03-09,2101
2012-03-10,4513
2012-03-11,4097
2012-03-12,0769
2012-03-13,6476
2012-03-14,8094
2012-03-15,2813
2012-03-16,0146
2012-03-17,3266
2012-03-18,7679
2012-03-19,4023
2012-03-20,1239
2012-03-21,7761
2012-03-22,9637
2012-03-23,4020
2012-03-24,2743
2012-03-25,4895
2012-03-26,8534
2012-03-27,2313
2012-03-28,2578
2012-03-29,0872
2012-03-30,4593
2012-03-31,0388
2012-04-01,5076
2012-04-02,9837
2012-04-03,4090
2012-04-04,5928
2012-04-05,9284
2012-04-06,6552
2012-04-07,5064
2012-04-08,7087
2012-04-09,1699
2012-04-10,6075
2012-04-11,5315
2012-04-12,7698
2012-04-13,8272
2012-04-14,2115
2012-04-15,7914
2012-04-16,6351
2012-04-17,9337
2012-04-18,9174
2012-04-19,8712
2012-04-20,6321
2012-04-21,5769
2012-04-22,8297
2012-04-23,4676
2012-04-24,0468
2012-04-25,8080
2012-04-26,7234
2012-04-27,7005
2012-04-28,3696
2012-04-29,6750
2012-04-30,9971
2012-05-01,7815
2012-05-02,1245
2012-05-03,0869
2012-05-04,5014
2012-05-05,7521
2012-05-06,1445
2012-05-07,7057
2012-05-08,1728
2012-05-09,0919
2012-05-10,1704
2012-05-11,2480
2012-05-12,4044
2012-05-13,9806
2012-05-14,4968
2012-05-15,2954
2012-05-16,3445
2012-05-17,0870
2012-05-18,0927
2012-05-19,3862
2012-05-20,5029
2012-05-21,1043
2012-05-22,4869
2012-05-23,0172
2012-05-24,5740
2012-05-25,4933
2012-05-26,1601
2012-05-27,9567
2012-05-28,3817
2012-05-29,4443
2012-05-30,3828
2012-05-31,8511
2012-06-01,8238
2012-06-02,1584
2012-06-03,7113
2012-06-04,2870
2012-06-05,5785
2012-06-06,9056
2012-06-07,4239
2012-06-08,1392
2012-06-09,6807
2012-06-10,3475
2012-06-11,9963
2012-06-12,0535
2012-06-13,3062
2012-06-14,7901
2012-06-15,0134
2012-06-16,9273
2012-06-17,7894
2012-06-18,3280
2012-06-19,8411
2012-06-20,5408
2012-06-21,2758
2012-06-22,3990
2012-06-23,2854
2012-06-24,6197
2012-06-25,4482
2012-06-26,3179
2012-06-27,9050
2012-06-28,1599
2012-06-29,5185
2012-06-30,6290
2012-07-01,4008
2012-07-02,6524
2012-07-03,9252
2012-07-04,3790
2012-07-05,5670
2012-07-06,7968
2012-07-07,8040
2012-07-08,1706
2012-07-09,5104
2012-07-10,9178
2012-07-11,8442
2012-07-12,2511
2012-07-13,6297
2012-07-14,3924
2012-07-15,2034
2012-07-16,2639
2012-07-17,1712
2012-07-18,0943
2012-07-19,7309
2012-07-20,9525
2012-07-21,2667
2012-07-22,5273
2012-07-23,7240
2012-07-24,0393
2012-07-25,1009
2012-07-26,0624
2012-07-27,8900
2012-07-28,0646
2012-07-29,3584
2012-07-30,9889
2012-07-31,5178
2012-08-01,9381
2012-08-02,1521
2012-08-03,3567
2012-08-04,2713
2012-08-05,0196
2012-08-06,4065
2012-08-07,8946
2012-08-08,9917
2012-08-09,7302
2012-08-10,7824
2012-08-11,5962
2012-08-12,0425
2012-08-13,4498
2012-08-14,2314
2012-08-15,6989
2012-08-16,1265
2012-08-17,0077
2012-08-18,3809
2012-08-19,6856
2012-08-20,9650
2012-08-21,3046
2012-08-22,8662
2012-08-23,9832
2012-08-24,6004
2012-08-25,0626
2012-08-26,9277
2012-08-27,1280
2012-08-28,8601
2012-08-29,7054
2012-08-30,5118
2012-08-31,6413
2012-09-01,8340
2012-09-02,5955
2012-09-03,0798
2012-09-04,9365
2012-09-05,7383
2012-09-06,1448
2012-09-07,4967
2012-09-08,3746
2012-09-09,6701
2012-09-10,3889
2012-09-11,5045
2012-09-12,2133
2012-09-13,0291
2012-09-14,4971
2012-09-15,9067
2012-09-16,0698
2012-09-17,6650
2012-09-18,4986
2012-09-19,5905
2012-09-20,3455
2012-09-21,6359
2012-09-22,5719
2012-09-23,2337
2012-09-24,8601
2012-09-25,5873
2012-09-26,6397
2012-09-27,9681
2012-09-28,8305
2012-09-29,6070
2012-09-30,7043
2012-10-01,3882
2012-10-02,1305
2012-10-03,0751
2012-10-04,4092
2012-10-05,7129
2012-10-06,1941
2012-10-07,2708
2012-10-08,8471
2012-10-09,3009
2012-10-10,4858
2012-10-11,8217
2012-10-12,3912
2012-10-13,7399
2012-10-14,9675
2012-10-15,5944
2012-10-16,4584
2012-10-17,3228
2012-10-18,1897
2012-10-19,9514
2012-10-20,6952
2012-10-21,4862
2012-10-22,9870
2012-10-23,5526
2012-10-24,3464
2012-10-25,2700
2012-10-26,4703
2012-10-27,0276
2012-10-28,4046
2012-10-29,8536
2012-10-30,7058
2012-10-31,7903
2012-11-01,6284
2012-11-02,2412
2012-11-03,6160
2012-11-04,9245
2012-11-05,8201
2012-11-06,2385
2012-11-07,5063
2012-11-08,4710
2012-11-09,8871
2012-11-10,7464
2012-11-11,3584
2012-11-12,8026
2012-11-13,7668
2012-11-14,1020
2012-11-15,8413
2012-11-16,6638
2012-11-17,1782
2012-11-18,5931
2012-11-19,4706
2012-11-20,6191
2012-11-21,9612
2012-11-22,4645
2012-11-23,7423
2012-11-24,5194
2012-11-25,0558
2012-11-26,3747
2012-11-27,1482
2012-11-28,6513
2012-11-29,5176
2012-11-30,7701
2012-12-01,3861
2012-12-02,0650
2012-12-03,9564
2012-12-04,0313
2012-12-05,6007
2012-12-06,5137
2012-12-07,8575
2012-12-08,9888
2012-12-09,6013
2012-12-10,8060
2012-12-11,3856
2012-12-12,5447
2012-12-13,0019
2012-12-14,1438
2012-12-15,8345
2012-12-16,4001
2012-12-17,3783
2012-12-18,4961
2012-12-19,2955
2012-12-20,8636
2012-12-21,4397
2012-12-22,5179
2012-12-23,9622
2012-12-24,3961
2012-12-25,7498
2012-12-26,5086
2012-12-27,3794
2012-12-28,1778
2012-12-29,8606
2012-12-30,1620
2012-12-31,7551
2013-01-01,5748
2013-01-02,8810
2013-01-03,4516
2013-01-04,9803
2013-01-05,0545
2013-01-06,6708
2013-01-07,6037
2013-01-08,3404
2013-01-09,0299
2013-01-10,8064
2013-01-11,9784
2013-01-12,0420
2013-01-13,9272
2013-01-14,4216
2013-01-15,2368
2013-01-16,8156
2013-01-17,3524
2013-01-18,9565
2013-01-19,7605
2013-01-20,0188
2013-01-21,7416
2013-01-22,9712
2013-01-23,1969
2013-01-24,4056
2013-01-25,8678
2013-01-26,7971
2013-01-27,3465
2013-01-28,9441
2013-01-29,6533
2013-01-30,7167
2013-01-31,2697
2013-02-01,3807
2013-02-02,9883
2013-02-03,2491
2013-02-04,0435
2013-02-05,1196
2013-02-06,3129
2013-02-07,5271
2013-02-08,5819
2013-02-09,3459
2013-02-10,0445
2013-02-11,9703
2013-02-12,7325
2013-02-13,8252
2013-02-14,3619
2013-02-15,4628
2013-02-16,0597
2013-02-17,8392
2013-02-18,6803
2013-02-19,0512
2013-02-20,7009
2013-02-21,6635
2013-02-22,4828
2013-02-23,8702
2013-02-24,9544
2013-02-25,7629
2013-02-26,5076
2013-02-27,9891
2013-02-28,8490
2013-03-01,1208
2013-03-02,6856
2013-03-03,4516
2013-03-04,4580
2013-03-05,9652
2013-03-06,0827
2013-03-07,4185
2013-03-08,1640
2013-03-09,7230
2013-03-10,3467
2013-03-11,8775
2013-03-12,3401
2013-03-13,4696
2013-03-14,1347
2013-03-15,5530
2013-03-16,4179
2013-03-17,7688
2013-03-18,0158
2013-03-19,8297
2013-03-20,2319
2013-03-21,3780
2013-03-22,1765
2013-03-23,2640
2013-03-24,5917
2013-03-25,8646
2013-03-26,2589
2013-03-27,6551
2013-03-28,0235
2013-03-29,1300
2013-03-30,5816
2013-03-31,3679
2013-04-01,6293
2013-04-02,2038
2013-04-03,8017
2013-04-04,6270
2013-04-05,0858
2013-04-06,4535
2013-04-07,0861
2013-04-08,1302
2013-04-09,5696
2013-04-10,5120
2013-04-11,8351
2013-04-12,9024
2013-04-13,1284
2013-04-14,8599
2013-04-15,0493
2013-04-16,3006
2013-04-17,8411
2013-04-18,6586
2013-04-19,8620
2013-04-20,7038
2013-04-21,9603
2013-04-22,3151
2013-04-23,0517
2013-04-24,2771
2013-04-25,2835
2013-04-26,0478
2013-04-27,1606
2013-04-28,3326
2013-04-29,4761
2013-04-30,2693
2013-05-01,3279
2013-05-02,9707
2013-05-03,8368
2013-05-04,3526
2013-05-05,7928
2013-05-06,6001
2013-05-07,2641
2013-05-08,1933
2013-05-09,9845
2013-05-10,7313
2013-05-11,9091
2013-05-12,3297
2013-05-13,8719
2013-05-14,9334
2013-05-15,4015
2013-05-16,2489
2013-05-17,7431
2013-05-18,0872
2013-05-19,1650
2013-05-20,3928
2013-05-21,5352
2013-05-22,3045
2013-05-23,7614
2013-05-24,7226
2013-05-25,4786
2013-05-26,4204
2013-05-27,1038
2013-05-28,2601
2013-05-29,0726
2013-05-30,8455
2013-05-31,4298
2013-06-01,6415
2013-06-02,9234
2013-06-03,9940
2013-06-04,1496
2013-06-05,1376
2013-06-06,3404
2013-06-07,0667
2013-06-08,0545
2013-06-09,8169
2013-06-10,4190
2013-06-11,5287
2013-06-12,6082
2013-06-13,9818
2013-06-14,6227
2013-06-15,0768
2013-06-16,3496
2013-06-17,0041
2013-06-18,4674
2013-06-19,1087
2013-06-20,7940
2013-06-21,0262
2013-06-22,4152
2013-06-23,5099
2013-06-24,7553
2013-06-25,0842
2013-06-26,9278
2013-06-27,2823
2013-06-28,9026
2013-06-29,5489
2013-06-30,8568
2013-07-01,1755
2013-07-02,8358
2013-07-03,8776
2013-07-04,6483
2013-07-05,7913
2013-07-06,2178
2013-07-07,1959
2013-07-08,6734
2013-07-09,4298
2013-07-10,0891
2013-07-11,1776
2013-07-12,9619
2013-07-13,4155
2013-07-14,1192
2013-07-15,2943
2013-07-16,8213
2013-07-17,4534
2013-07-18,0649
2013-07-19,3691
2013-07-20,1282
2013-07-21,8953
2013-07-22,2339
2013-07-23,9121
2013-07-24,5971
2013-07-25,1387
2013-07-26,6370
2013-07-27,0859
2013-07-28,4637
2013-07-29,4565
2013-07-30,6143
2013-07-31,0905
2013-08-01,7067
2013-08-02,3376
2013-08-03,9711
2013-08-04,5243
2013-08-05,0783
2013-08-06,1971
2013-08-07,2605
2013-08-08,6362
2013-08-09,0747
2013-08-10,5640
2013-08-11,2952
2013-08-12,9006
2013-08-13,7899
2013-08-14,9974
2013-08-15,2734
2013-08-16,9452
2013-08-17,3850
2013-08-18,0775
2013-08-19,1040
2013-08-20,7084
2013-08-21,5386
2013-08-22,4220
2013-08-23,8706
2013-08-24,6062
2013-08-25,9388
2013-08-26,6436
2013-08-27,0208
2013-08-28,5109
2013-08-29,9832
2013-08-30,7599
2013-08-31,2504
2013-09-01,5851
2013-09-02,0534
2013-09-03,8643
2013-09-04,3003
2013-09-05,9462
2013-09-06,3972
2013-09-07,3609
